"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"flgK",6.55267009138182,-4.19812258648698,1.75936551600081,-2.386157139211,0.0170254745226592,0.0295605040253129
"nadA",5.72611572419337,-3.06759711211185,1.38475875017316,-2.2152574314683,0.0267423998873533,0.0444525350563061
