"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GeneID:97329839",43.5058407504289,8.46935827230477,1.71715306773663,4.93220926627595,8.13047421878818e-07,2.10744344525072e-05
"GeneID:97329890",36.4049367723245,8.42984639218156,1.71228864276895,4.92314565524982,8.51640152202506e-07,2.10744344525072e-05
"GeneID:97330102",237.101352142625,8.57562062879675,1.74487789065982,4.91473969307611,8.89004994546388e-07,2.10744344525072e-05
"GeneID:97330140",26.5153183505244,8.44028656673137,1.71384906662051,4.92475488718183,8.44661641126591e-07,2.10744344525072e-05
"GeneID:97330378",22.0827487780706,8.35787473155118,1.69721997117767,4.92444990837093,8.45979952862558e-07,2.10744344525072e-05
"GeneID:97330483",37.4673184267946,7.82781016964881,1.59025341905797,4.92236650828006,8.550388776279e-07,2.10744344525072e-05
"GeneID:97330513",34.2861907908943,8.46973369020859,1.71550304932515,4.93717204031811,7.92635439219114e-07,2.10744344525072e-05
"GeneID:97330527",19.6225109694421,10.3650731157042,2.10870187792971,4.91538098589849,8.86099680684119e-07,2.10744344525072e-05
"GeneID:82187158",37.4397526418953,7.31333992462146,1.48401332951385,4.9280823690561,8.30406102386017e-07,2.10744344525072e-05
"GeneID:97328489",34.3722926701272,8.8969277497309,1.80632890526578,4.92541957546862,8.41795288311536e-07,2.10744344525072e-05
"GeneID:97328949",17.8840221692206,8.48191073582784,1.7245625253935,4.91829702370026,8.73003766405109e-07,2.10744344525072e-05
"GeneID:97327851",12.2985977048585,9.68853012743003,1.96318629251283,4.9351048162775,8.01077266082356e-07,2.10744344525072e-05
"GeneID:97330008",8.83435334474717,9.26469033351627,1.87941245756488,4.92956737422096,8.24119113206878e-07,2.10744344525072e-05
"GeneID:97328509",13.0861771437736,8.90373196956002,1.81232708543627,4.91287253890855,8.97516277851211e-07,2.11440256117131e-05
"GeneID:97329011",79.0381038886632,8.42683649911859,1.71750845965489,4.90643085438535,9.27486651206266e-07,2.11444198226553e-05
"GeneID:97329180",84.2642842407317,8.2003986242195,1.67137075275295,4.90639112280292,9.27674461280884e-07,2.11444198226553e-05
"GeneID:97329931",23.90551082285,8.27569666538924,1.68554524376595,4.90980393199009,9.11674992793738e-07,2.11444198226553e-05
"GeneID:97329966",23.5567758442016,8.92084095726155,1.81648063950924,4.91105754899302,9.05864945764185e-07,2.11444198226553e-05
"GeneID:97330149",77.3631271172949,8.74001633417522,1.78096600154699,4.90745827072691,9.22642776328384e-07,2.11444198226553e-05
"GeneID:97330272",47.4644709393021,8.83452703745989,1.80075192466936,4.90602115506944,9.29425047149683e-07,2.11444198226553e-05
"GeneID:97330317",26.8617292398057,9.374166005636,1.91065803852266,4.90625000216377,9.28341830613645e-07,2.11444198226553e-05
"GeneID:97328749",33.0664549342778,8.32908759365042,1.69846908724156,4.90387941483084,9.39621844214127e-07,2.12425554168942e-05
"GeneID:97329647",57.9448932760098,7.69235079740429,1.56884389397978,4.9031970783853,9.42893000620601e-07,2.12425554168942e-05
"GeneID:97330377",85.8830565483108,7.99219248569948,1.63115663545332,4.89970877841438,9.59788123230799e-07,2.14647348858075e-05
"GeneID:97330426",93.5357570121348,7.76146248813618,1.5848210252858,4.89737475986381,9.71254972208485e-07,2.14647348858075e-05
"GeneID:97329660",22.6537614629244,8.69746752588568,1.7759078204961,4.89747689914222,9.70750422334056e-07,2.14647348858075e-05
"GeneID:97330356",35.1762428425182,9.65842928836368,1.97213110485796,4.89745801613901,9.70843681996599e-07,2.14647348858075e-05
"GeneID:97328815",29.5832129334474,9.74863292042171,1.99279015533998,4.89195156564718,9.98410172876795e-07,2.18567057184963e-05
"GeneID:97330406",24.5143892548619,8.40168868972639,1.7172894143329,4.89241278703748,9.96072586174621e-07,2.18567057184963e-05
"GeneID:97328267",42.005724658348,8.26499208573924,1.69035580444464,4.88949844997556,1.01093218819214e-06,2.18637256532265e-05
"GeneID:97329017",54.8157318266241,8.06727785329348,1.64978507408413,4.88989625377232,1.00889136573533e-06,2.18637256532265e-05
"GeneID:97329570",37.4259656067919,8.46305207153339,1.73196275432568,4.88639380402172,1.02699680939526e-06,2.18637256532265e-05
"GeneID:97330374",28.410670427666,8.17651784950155,1.67324812137092,4.88661409211826,1.02584890298003e-06,2.18637256532265e-05
"GeneID:97328914",54.9815265178103,8.85301259627828,1.81168777942865,4.8866105389695,1.02586740839574e-06,2.18637256532265e-05
