"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GeneID:97329180",84.2642842407317,6.75384642134948,1.78171809835559,3.7906369293677,0.000150261466706662,0.00930106916400526
"GeneID:97329527",128.524862662765,6.85622383435458,1.80639944987259,3.79551922186322,0.000147334778549187,0.00930106916400526
"GeneID:97329933",18.8449712868746,7.67267498455579,2.02545434945103,3.78812535895235,0.000151788261956582,0.00930106916400526
"GeneID:97330262",53.5798801730728,6.90806913888915,1.82137799359351,3.79277072809021,0.000148975692116287,0.00930106916400526
"GeneID:97330165",63.1988246153797,8.17262719371636,2.16001906063552,3.78359031300021,0.000154582196382256,0.00930106916400526
"GeneID:97328125",39.7304668156316,8.37473675215238,2.20859440381059,3.79188534468033,0.000149507939920527,0.00930106916400526
"GeneID:97330187",13.7375287241059,7.11634049651268,1.8816641510142,3.78193977531912,0.000155611014669437,0.00930106916400526
"GeneID:97328591",126.549367331787,5.80943853408483,1.58059656911495,3.67547206390421,0.000237410019792739,0.00952716476954347
"GeneID:97328613",27.3236254624903,6.69961260853822,1.8129977732655,3.69532313129715,0.000219607312210978,0.00952716476954347
"GeneID:97329603",40.2824225723983,6.75864580446835,1.82323177310789,3.70695920516322,0.000209762716169984,0.00952716476954347
"GeneID:82188233",123.602502907502,5.82089317877825,1.58382747481335,3.67520659373853,0.000237657024362163,0.00952716476954347
"GeneID:82188234",111.110484790352,5.86671890365292,1.57159797783349,3.73296414630185,0.000189239540642699,0.00952716476954347
"GeneID:95972296",114.345091749137,6.6474824711706,1.76948755114803,3.75672745866891,0.000172149802262572,0.00952716476954347
"GeneID:82188737",56.2446812253614,6.76245199514866,1.83442952222165,3.68640599882996,0.00022744339879551,0.00952716476954347
"GeneID:97327948",71.1104101808514,7.59472175848255,2.06603997327745,3.67598006655927,0.000236938024184195,0.00952716476954347
"GeneID:97328082",46.2785647737327,6.90386286937904,1.85367925130077,3.72441071697515,0.000195771980890275,0.00952716476954347
"GeneID:97328884",14.8648826754648,6.98541642567151,1.86399364913726,3.74755376924416,0.000178567566030665,0.00952716476954347
"GeneID:97328936",53.4340826381268,7.31950966116179,1.96899244203766,3.71738839870154,0.000201292859197129,0.00952716476954347
"GeneID:97329190",36.3544095130634,7.10138972541912,1.8883888964741,3.76055469224504,0.000169537001305565,0.00952716476954347
"GeneID:97329195",70.1937865575127,7.07502274534688,1.90253740114164,3.71872991358878,0.000200226998720796,0.00952716476954347
"GeneID:97329224",17.3725581164616,6.6906480641623,1.80107385860674,3.71481049052481,0.000203356038652725,0.00952716476954347
"GeneID:97329307",63.0716980542974,5.60517706613139,1.48938756635853,3.7634106747888,0.0001676116133686,0.00952716476954347
"GeneID:97329355",91.4340925233515,6.62387042531075,1.75957081126141,3.76448073752838,0.000166895532234768,0.00952716476954347
"GeneID:97329460",34.9043494776411,6.7628993753089,1.83304965893374,3.68942507495557,0.000224761408747559,0.00952716476954347
"GeneID:97329833",85.0448524486346,6.67202757622456,1.78632907583265,3.73504953062166,0.000187678245180618,0.00952716476954347
